age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
58.0,Female,Married,High School,34000.0,Private,4.0,Mid-size,Family,0.0,3,2,8800.0,0.0,4100.0,9700.0,4100.0,No,0.0,649.0,90100.0,45000.0,E-commerce Shopping EMI,35000.0,10,Not_Eligible,2920.0
48.0,Male,Married,Graduate,74200.0,Private,4.8,Mid-size,Rented,24600.0,3,2,2200.0,0.0,8800.0,15500.0,8000.0,Yes,11700.0,769.0,486100.0,127800.0,E-commerce Shopping EMI,49000.0,23,Not_Eligible,1570.8
27.0,Male,Single,Graduate,53100.0,Private,2.3,Mid-size,Rented,16300.0,1,0,0.0,0.0,7500.0,14000.0,8600.0,No,0.0,766.0,321600.0,184100.0,E-commerce Shopping EMI,76000.0,20,High_Risk,4422.0
58.0,Female,Married,High School,21200.0,Government,20.5,Mid-size,Family,0.0,3,2,0.0,0.0,1700.0,3800.0,2000.0,Yes,5100.0,801.0,131200.0,27700.0,Vehicle EMI,295000.0,13,Not_Eligible,4370.52
32.0,Female,Married,Post Graduate,19500.0,Government,0.5,MNC,Own,0.0,2,1,8400.0,0.0,2200.0,4600.0,1700.0,Yes,3700.0,700.0,116500.0,69900.0,Vehicle EMI,902000.0,54,Not_Eligible,500.0
58.0,Male,Married,Graduate,29200.0,Private,27.9,Mid-size,Own,0.0,5,4,0.0,0.0,3400.0,5400.0,5400.0,Yes,7100.0,712.0,40200.0,11000.0,Personal Loan EMI,463000.0,12,Not_Eligible,2212.0
32.0,Male,Married,Graduate,85500.0,Private,10.0,MNC,Rented,25200.0,4,3,3700.0,0.0,7100.0,22100.0,5500.0,Yes,9400.0,699.0,553400.0,180700.0,Personal Loan EMI,593000.0,59,Not_Eligible,4812.5
38.0,Female,Married,Professional,99600.0,Private,9.9,Small,Own,0.0,4,3,8200.0,20700.0,5900.0,26000.0,17200.0,Yes,26600.0,698.0,340400.0,,Vehicle EMI,845000.0,59,Not_Eligible,500.0
38.0,Female,Married,Graduate,25300.0,Private,9.9,Large Indian,Own,0.0,2,1,0.0,0.0,3000.0,4000.0,4400.0,Yes,3700.0,719.0,199200.0,76700.0,Vehicle EMI,613000.0,57,Not_Eligible,3927.0
38.0,Female,Married,Graduate,36600.0,Private,5.8,Startup,Family,0.0,4,3,0.0,0.0,3600.0,7300.0,3600.0,No,0.0,672.0,127400.0,66700.0,Vehicle EMI,787000.0,57,Not_Eligible,11050.0
27.0,Female,Single,Post Graduate,82300.0,Government,0.5,MNC,Family,0.0,2,1,11100.0,0.0,4800.0,15600.0,14900.0,No,0.0,773.0,405300.0,121700.0,Education EMI,217000.0,38,Eligible,21540.0
38.0,Female,Single,Post Graduate,41200.0,Private,0.7,Large Indian,Family,0.0,3,2,0.0,0.0,3100.0,6700.0,2900.0,No,0.0,736.0,36700.0,21500.0,Personal Loan EMI,393000.0,52,Not_Eligible,9120.0
27.0,Male,Single,Graduate,15000.0,Private,2.1,Large Indian,Family,0.0,1,0,0.0,0.0,1400.0,2600.0,2400.0,No,0.0,786.0,38700.0,17400.0,Home Appliances EMI,137000.0,24,Not_Eligible,5160.0
48.0,Male,Married,Professional,93600.0,Government,5.1,MNC,Family,0.0,4,3,7400.0,0.0,11400.0,26600.0,8500.0,Yes,27700.0,708.0,554000.0,296300.0,Vehicle EMI,1257000.0,79,Not_Eligible,4620.0
48.0,Female,Married,Graduate,73700.0,Private,1.1,Large Indian,Rented,15300.0,5,4,12300.0,0.0,3800.0,11400.0,6600.0,No,0.0,670.0,449400.0,114400.0,Vehicle EMI,97000.0,72,Eligible,13365.0
58.0,Male,Married,Graduate,36100.0,Self-employed,6.8,Large Indian,Family,0.0,4,3,0.0,5300.0,4800.0,6700.0,4800.0,No,0.0,794.0,30100.0,6400.0,Personal Loan EMI,643000.0,51,Not_Eligible,6264.0
32.0,Male,Married,Graduate,66200.0,Government,1.4,MNC,Rented,13400.0,3,2,3900.0,0.0,4400.0,16000.0,12400.0,No,0.0,758.0,55100.0,11600.0,Home Appliances EMI,137000.0,19,Not_Eligible,7728.0
58.0,Male,Married,Graduate,15000.0,Private,3.4,Large Indian,Rented,3300.0,3,2,0.0,0.0,1600.0,4400.0,1800.0,Yes,3200.0,695.0,62900.0,30500.0,Home Appliances EMI,86000.0,36,Not_Eligible,500.0
32.0,Female,Married,Post Graduate,98700.0,Government,7.5,MNC,Own,0.0,3,2,9900.0,0.0,6000.0,15600.0,17300.0,No,0.0,850.0,258700.0,78300.0,E-commerce Shopping EMI,174000.0,4,Not_Eligible,32934.0
32.0,Male,Married,Graduate,65400.0,Private,1.4,Mid-size,Family,0.0,4,3,0.0,14400.0,3400.0,16600.0,11100.0,Yes,12600.0,685.0,398100.0,208500.0,Vehicle EMI,1015000.0,76,Not_Eligible,2810.5
48.0,Male,Married,Graduate,59400.0,Government,19.4,Mid-size,Own,0.0,2,1,0.0,24900.0,4800.0,9600.0,9300.0,No,0.0,782.0,472800.0,196800.0,Personal Loan EMI,610000.0,33,Not_Eligible,7840.8
27.0,Female,Single,Post Graduate,109400.0,Private,0.7,MNC,Rented,17400.0,2,1,10400.0,8200.0,16100.0,26500.0,20800.0,Yes,31700.0,640.0,141700.0,45700.0,E-commerce Shopping EMI,164000.0,9,Not_Eligible,500.0
27.0,Male,Single,High School,51400.0,Private,1.2,Large Indian,Own,0.0,1,0,0.0,0.0,4500.0,10000.0,7800.0,No,0.0,788.0,361700.0,181000.0,Vehicle EMI,1085000.0,50,Not_Eligible,19206.0
58.0,Female,Married,Graduate,70900.0,Private,18.2,Startup,Family,0.0,3,2,11800.0,0.0,4500.0,17800.0,12200.0,Yes,17900.0,634.0,44900.0,21600.0,Vehicle EMI,722000.0,56,Not_Eligible,1500.8
58.0,Male,Married,Post Graduate,96200.0,Self-employed,15.2,Large Indian,Rented,21000.0,4,3,3900.0,0.0,13600.0,21200.0,15900.0,No,0.0,745.0,108000.0,46400.0,Vehicle EMI,1171000.0,30,Not_Eligible,7416.0
27.0,Male,Married,Post Graduate,51600.0,Private,0.5,Large Indian,Rented,16200.0,2,1,0.0,0.0,4000.0,12000.0,8900.0,No,0.0,740.0,138100.0,62700.0,Personal Loan EMI,389000.0,41,Not_Eligible,4200.0
38.0,Female,Married,Graduate,63600.0,Private,0.7,Large Indian,Rented,10600.0,2,1,9400.0,0.0,4700.0,15300.0,4100.0,Yes,8900.0,602.0,402800.0,121600.0,Education EMI,302000.0,34,Not_Eligible,2611.84
48.0,Male,Married,Graduate,33500.0,Private,13.6,Mid-size,Own,0.0,3,2,5500.0,0.0,3800.0,10000.0,5900.0,No,0.0,761.0,87300.0,40600.0,E-commerce Shopping EMI,14000.0,11,Eligible,4980.0
32.0,Female,Married,Graduate,52800.0,Government,1.7,Large Indian,Rented,9300.0,4,3,0.0,0.0,6000.0,13400.0,3300.0,No,0.0,705.0,335000.0,93900.0,Education EMI,284000.0,31,High_Risk,11440.0
48.0,Female,Married,High School,19200.0,Self-employed,2.4,Large Indian,Rented,3000.0,4,3,6000.0,0.0,1800.0,3500.0,3300.0,Yes,4500.0,603.0,104500.0,23600.0,Home Appliances EMI,216000.0,23,Not_Eligible,500.0
32.0,Male,Single,High School,12000.0,Government,3.2,MNC,Rented,2900.0,3,2,11200.0,0.0,1400.0,2700.0,2200.0,Yes,2100.0,645.0,74500.0,17500.0,Personal Loan EMI,813000.0,14,Not_Eligible,500.0
32.0,Male,Married,Professional,42600.0,Private,0.5,Large Indian,Family,0.0,3,2,0.0,11600.0,2600.0,9500.0,3600.0,No,0.0,751.0,103800.0,26400.0,Home Appliances EMI,182000.0,14,Not_Eligible,7344.0
38.0,Male,Married,Post Graduate,89900.0,Private,0.5,Mid-size,Own,0.0,2,1,12000.0,19000.0,9500.0,19200.0,13200.0,Yes,17700.0,682.0,271700.0,97200.0,E-commerce Shopping EMI,24000.0,4,Not_Eligible,500.0
48.0,Male,Married,Post Graduate,27500.0,Self-employed,1.3,MNC,Rented,7100.0,3,2,10600.0,24100.0,2800.0,7000.0,3300.0,Yes,2800.0,525.0,216200.0,68000.0,Education EMI,200000.0,35,Not_Eligible,500.0
38.0,Female,Married,Professional,30000.0,Private,0.5,Small,Own,0.0,4,3,0.0,0.0,3400.0,4700.0,2600.0,Yes,4300.0,691.0,20100.0,10400.0,E-commerce Shopping EMI,182000.0,8,Not_Eligible,3360.0
38.0,Male,Married,Post Graduate,59500.0,Government,16.0,Mid-size,Rented,14500.0,2,1,13300.0,13100.0,5000.0,10600.0,7200.0,Yes,10200.0,717.0,426100.0,102700.0,Vehicle EMI,1000000.0,81,Not_Eligible,500.0
32.0,Female,Married,Post Graduate,23400.0,Private,1.1,Mid-size,Own,0.0,3,2,0.0,0.0,2500.0,6300.0,3400.0,No,0.0,712.0,32900.0,17600.0,E-commerce Shopping EMI,143000.0,12,Not_Eligible,4480.0
48.0,Male,Married,Graduate,69600.0,Private,2.2,Large Indian,Own,0.0,3,2,7600.0,8200.0,5100.0,11100.0,5200.0,No,0.0,628.0,373400.0,223400.0,Home Appliances EMI,134000.0,15,Eligible,12960.0
38.0,Male,Married,High School,33300.0,Private,0.5,MNC,Own,0.0,4,3,3700.0,0.0,3900.0,7900.0,4200.0,No,0.0,643.0,225300.0,80600.0,Home Appliances EMI,83000.0,34,Eligible,4787.2
48.0,Male,Married,Graduate,62900.0,Private,2.7,Startup,Family,0.0,5,4,0.0,0.0,6900.0,16100.0,4400.0,No,0.0,566.0,337900.0,88300.0,Personal Loan EMI,144000.0,38,Eligible,14200.0
48.0,Male,Married,Graduate,47300.0,Private,0.9,MNC,Rented,9600.0,3,2,0.0,6500.0,5400.0,11800.0,5500.0,No,0.0,566.0,372900.0,160000.0,E-commerce Shopping EMI,95000.0,4,Not_Eligible,2992.0
38.0,Female,Married,High School,63200.0,Government,2.6,Startup,Family,0.0,2,1,13000.0,0.0,6300.0,10600.0,5800.0,Yes,9500.0,821.0,82900.0,27900.0,Education EMI,417000.0,47,Not_Eligible,6048.0
27.0,Male,Single,Professional,67600.0,Private,0.8,Large Indian,Own,0.0,3,2,12500.0,0.0,7400.0,13100.0,12100.0,No,0.0,600.0,217100.0,107500.0,Vehicle EMI,452000.0,31,Not_Eligible,7200.0
32.0,Female,Married,Post Graduate,98700.0,Government,0.5,Small,Own,0.0,4,3,0.0,0.0,10900.0,24700.0,15500.0,Yes,12000.0,798.0,279700.0,143600.0,Personal Loan EMI,693000.0,33,Not_Eligible,14952.0
38.0,Male,Married,Professional,65500.0,Private,1.8,Large Indian,Own,0.0,2,1,5000.0,0.0,4200.0,17900.0,5400.0,No,0.0,611.0,339100.0,139200.0,Personal Loan EMI,146000.0,46,Eligible,13200.0
38.0,Male,Single,Graduate,51800.0,Private,10.2,Mid-size,Rented,9400.0,2,1,3100.0,20700.0,7400.0,15200.0,10300.0,No,0.0,654.0,262300.0,54400.0,E-commerce Shopping EMI,115000.0,7,Not_Eligible,500.0
32.0,Female,Married,Graduate,460112.0,Self-employed,0.5,Large Indian,Own,0.0,3,2,8600.0,0.0,6800.0,9800.0,10000.0,No,0.0,693.0,255200.0,112600.0,Education EMI,429000.0,10,Not_Eligible,9540.0
38.0,Male,Married,Graduate,20000.0,Private,0.5,Mid-size,Rented,6800.0,3,2,14300.0,0.0,1300.0,4000.0,1300.0,No,0.0,658.0,80100.0,34100.0,Education EMI,82000.0,15,Not_Eligible,500.0
48.0,Male,Married,Graduate,30900.0,Private,14.9,Mid-size,Own,0.0,4,3,0.0,0.0,4500.0,4700.0,4300.0,No,0.0,763.0,86700.0,18000.0,Education EMI,104000.0,26,Eligible,10440.0
38.0,Male,Married,Post Graduate,142800.0,Government,16.0,MNC,Own,0.0,3,2,9900.0,15200.0,9800.0,23900.0,14900.0,Yes,30500.0,721.0,484300.0,238300.0,Personal Loan EMI,903000.0,23,Not_Eligible,14861.0
38.0,Male,Married,Professional,39000.0,Private,1.0,MNC,Own,0.0,3,2,8500.0,0.0,3800.0,7900.0,2700.0,No,0.0,775.0,256300.0,148600.0,Personal Loan EMI,384000.0,16,Not_Eligible,10626.0
27.0,Male,Married,Graduate,37200.0,Private,1.0,Mid-size,Family,0.0,2,1,14400.0,0.0,4700.0,6400.0,6200.0,No,0.0,714.0,98500.0,32900.0,Education EMI,88000.0,15,Not_Eligible,2750.0
32.0,Male,Married,Graduate,48500.0,Private,2.8,Large Indian,Rented,9500.0,3,2,9400.0,0.0,2500.0,13200.0,4500.0,Yes,11200.0,571.0,144000.0,68700.0,Education EMI,253000.0,37,Not_Eligible,500.0
58.0,Male,Married,Post Graduate,36400.0,Private,10.2,Mid-size,Own,0.0,3,2,12400.0,0.0,2800.0,8200.0,3500.0,Yes,4900.0,733.0,236000.0,122400.0,E-commerce Shopping EMI,194000.0,17,Not_Eligible,1771.0
32.0,Male,Single,Post Graduate,25100.0,Government,2.1,Startup,Own,0.0,3,2,0.0,12500.0,3600.0,4500.0,1800.0,No,0.0,816.0,89200.0,26500.0,Personal Loan EMI,181000.0,22,Not_Eligible,1620.0
38.0,Male,Married,Post Graduate,104800.0,Government,4.9,Startup,Family,0.0,3,2,0.0,14400.0,12400.0,30000.0,7100.0,No,0.0,797.0,295900.0,152400.0,Education EMI,471000.0,35,Eligible,26994.0
38.0,Male,Married,Graduate,70900.0,Government,0.5,MNC,Own,0.0,3,2,6300.0,0.0,10600.0,14100.0,5100.0,No,0.0,769.0,415600.0,194200.0,Education EMI,261000.0,40,Eligible,20880.0
27.0,Female,Single,Post Graduate,60700.0,Government,0.9,Large Indian,Family,0.0,1,0,0.0,0.0,8600.0,12400.0,5200.0,No,0.0,703.0,131700.0,39000.0,E-commerce Shopping EMI,41000.0,11,Eligible,17250.0
27.0,Male,Single,Post Graduate,53700.0,Self-employed,0.5,MNC,Family,0.0,3,2,6600.0,0.0,7300.0,14100.0,10000.0,No,0.0,598.0,136000.0,60200.0,E-commerce Shopping EMI,45000.0,11,Eligible,5652.0
58.0,Male,Married,High School,48200.0,Private,8.3,Large Indian,Own,0.0,4,3,7600.0,0.0,5500.0,8600.0,5600.0,No,0.0,725.0,231700.0,78900.0,Home Appliances EMI,155000.0,24,Eligible,10450.0
32.0,Male,Single,Post Graduate,35100.0,Private,0.5,Large Indian,Family,0.0,2,1,7400.0,21900.0,5200.0,8500.0,2300.0,Yes,10400.0,513.0,166000.0,72500.0,Home Appliances EMI,117000.0,32,Not_Eligible,500.0
38.0,Male,Married,Graduate,42000.0,Private,10.9,Mid-size,Family,0.0,4,3,7300.0,13100.0,3000.0,11100.0,2600.0,Yes,11000.0,721.0,56500.0,24900.0,Personal Loan EMI,547000.0,41,Not_Eligible,500.0
58.0,Male,Married,Professional,66000.0,Private,9.1,Large Indian,Rented,17400.0,4,3,4900.0,18600.0,5700.0,14700.0,12300.0,No,0.0,729.0,90200.0,34800.0,Education EMI,159000.0,7,Not_Eligible,500.0
32.0,Male,Married,High School,71000.0,Government,6.4,Mid-size,Rented,20900.0,3,2,13100.0,8000.0,7800.0,16600.0,10500.0,Yes,17600.0,742.0,162200.0,48900.0,Vehicle EMI,730000.0,36,Not_Eligible,500.0
48.0,Female,Married,High School,32400.0,Private,16.1,MNC,Own,0.0,4,3,6100.0,0.0,4600.0,9200.0,1700.0,No,0.0,726.0,89700.0,32400.0,Personal Loan EMI,859000.0,46,Not_Eligible,5400.0
32.0,Male,Married,Graduate,116900.0,Private,0.5,Startup,Own,0.0,3,2,3300.0,14400.0,8400.0,25500.0,7700.0,No,0.0,809.0,423600.0,146800.0,Home Appliances EMI,236000.0,10,High_Risk,27648.0
38.0,Male,Married,Post Graduate,35300.0,Self-employed,0.5,Mid-size,Rented,10000.0,3,2,8600.0,15500.0,2300.0,7400.0,1900.0,No,0.0,629.0,227200.0,105800.0,Home Appliances EMI,278000.0,24,Not_Eligible,500.0
58.0,Male,Married,Graduate,23900.0,Private,0.5,Startup,Rented,4800.0,3,2,3000.0,7700.0,2000.0,4300.0,1800.0,Yes,5800.0,717.0,101700.0,50600.0,Vehicle EMI,639000.0,16,Not_Eligible,500.0
32.0,Male,Married,Graduate,102000.0,Private,7.3,MNC,Rented,34600.0,4,3,0.0,18200.0,15100.0,30400.0,13100.0,No,0.0,756.0,654300.0,292800.0,Education EMI,202000.0,24,Not_Eligible,500.0
38.0,Female,Married,Graduate,60800.0,Private,13.4,MNC,Family,0.0,4,3,3200.0,0.0,6100.0,17100.0,5500.0,Yes,6800.0,579.0,314900.0,78300.0,Personal Loan EMI,995000.0,22,Not_Eligible,6188.0
38.0,Male,Married,Professional,30100.0,Government,1.8,Mid-size,Family,0.0,3,2,0.0,0.0,4300.0,8600.0,4900.0,No,0.0,682.0,99100.0,48000.0,Home Appliances EMI,189000.0,7,Not_Eligible,6150.0
38.0,Male,Married,Graduate,64800.0,Private,9.9,MNC,Family,0.0,2,1,10700.0,0.0,8800.0,17600.0,9300.0,No,0.0,812.0,137100.0,,Education EMI,101000.0,25,Eligible,11040.0
38.0,Female,Married,Professional,65800.0,Private,5.8,MNC,Family,0.0,4,3,8300.0,0.0,7300.0,16400.0,8600.0,No,0.0,723.0,184900.0,107000.0,Education EMI,276000.0,46,Eligible,12600.0
38.0,Female,Married,Professional,55700.0,Private,0.9,MNC,Rented,16600.0,4,3,4800.0,14900.0,4400.0,15400.0,10300.0,Yes,8400.0,586.0,426700.0,203200.0,Personal Loan EMI,281000.0,15,Not_Eligible,500.0
48.0,Male,Married,Graduate,83400.0,Self-employed,8.2,Mid-size,Own,0.0,4,3,3000.0,0.0,7500.0,21200.0,16400.0,No,0.0,764.0,255800.0,58600.0,Personal Loan EMI,555000.0,34,Not_Eligible,19062.0
27.0,Female,Single,Graduate,47900.0,Government,1.1,Mid-size,Family,0.0,3,2,0.0,0.0,2600.0,13000.0,7900.0,No,0.0,748.0,118700.0,38300.0,Home Appliances EMI,28000.0,23,Eligible,12200.0
32.0,Male,Single,Post Graduate,40000.0,Private,5.4,Mid-size,Family,0.0,2,1,14100.0,0.0,5100.0,8000.0,3200.0,Yes,9600.0,735.0,221400.0,59700.0,E-commerce Shopping EMI,38000.0,24,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,100200.0,Self-employed,7.4,MNC,Own,0.0,3,2,0.0,10600.0,9000.0,29000.0,13500.0,No,0.0,780.0,377800.0,198000.0,Education EMI,103000.0,11,Eligible,20574.0
27.0,Male,Single,Post Graduate,55100.0,Private,0.6,Large Indian,Rented,10200.0,3,2,3400.0,0.0,5400.0,13300.0,4000.0,No,0.0,695.0,235300.0,69100.0,Personal Loan EMI,548000.0,33,Not_Eligible,7520.0
32.0,Female,Married,Graduate,409750.0,Private,4.7,Small,Rented,23700.0,3,2,0.0,0.0,7900.0,14900.0,9300.0,No,0.0,614.0,354500.0,142000.0,E-commerce Shopping EMI,196000.0,23,High_Risk,10960.0
48.0,Female,Married,Graduate,28500.0,Private,0.5,MNC,Own,0.0,5,4,0.0,21100.0,1800.0,7100.0,3600.0,No,0.0,623.0,179500.0,88500.0,Home Appliances EMI,215000.0,11,Not_Eligible,500.0
38.0,Male,Married,Graduate,75400.0,Private,5.5,Large Indian,Family,0.0,4,3,6700.0,0.0,6500.0,19800.0,11100.0,Yes,16900.0,614.0,346100.0,112300.0,Personal Loan EMI,764000.0,52,Not_Eligible,4032.0
48.0,Female,Married,Graduate,49500.0,Private,2.4,Large Indian,Rented,11800.0,2,1,10700.0,10700.0,4200.0,11900.0,7900.0,No,0.0,723.0,276100.0,105900.0,Vehicle EMI,849000.0,70,Not_Eligible,500.0
38.0,Female,Married,Graduate,109400.0,Private,0.5,Startup,Own,0.0,3,2,10600.0,13400.0,5900.0,32700.0,9900.0,Yes,11100.0,539.0,853200.0,374700.0,Home Appliances EMI,275000.0,24,Not_Eligible,3973.2
48.0,Male,Married,Graduate,44800.0,Private,9.5,Large Indian,Family,0.0,5,4,9000.0,18800.0,6100.0,9400.0,7800.0,Yes,12800.0,680.0,207100.0,101300.0,Education EMI,198000.0,23,Not_Eligible,500.0
32.0,Female,Married,Graduate,37600.0,Private,3.8,MNC,Own,0.0,3,2,0.0,0.0,3300.0,9400.0,2100.0,No,0.0,637.0,54600.0,22400.0,Education EMI,489000.0,37,Not_Eligible,7296.0
48.0,Male,Married,Post Graduate,63600.0,Private,14.3,MNC,Family,0.0,4,3,3700.0,0.0,3900.0,12700.0,4500.0,No,0.0,816.0,450600.0,212900.0,E-commerce Shopping EMI,129000.0,8,Eligible,25608.0
48.0,Female,Married,Professional,102400.0,Private,3.2,Mid-size,Family,0.0,4,3,14600.0,22600.0,15100.0,24900.0,11700.0,No,0.0,663.0,,217600.0,Home Appliances EMI,245000.0,12,Not_Eligible,7425.0
38.0,Female,Married,Professional,52100.0,Private,3.9,MNC,Family,0.0,2,1,13100.0,0.0,3100.0,14400.0,9700.0,No,0.0,683.0,57200.0,22000.0,Education EMI,383000.0,48,Not_Eligible,4720.0
58.0,Male,Married,Graduate,18000.0,Private,28.7,Small,Family,0.0,2,1,4800.0,0.0,1200.0,3200.0,3600.0,No,0.0,748.0,133400.0,,E-commerce Shopping EMI,107000.0,6,Not_Eligible,2860.0
32.0,Male,Married,Graduate,53400.0,Private,1.1,Startup,Family,0.0,5,4,9500.0,0.0,4000.0,14500.0,5700.0,No,0.0,658.0,224400.0,70600.0,E-commerce Shopping EMI,103000.0,13,High_Risk,9850.0
48.0,Male,Married,Post Graduate,66700.0,Private,0.5,Mid-size,Family,,3,2,8400.0,0.0,10000.0,12100.0,4000.0,No,0.0,674.0,145000.0,54100.0,Education EMI,52000.0,36,Eligible,12880.0
38.0,Female,Married,Graduate,33500.0,Private,8.5,Small,Family,0.0,3,2,3400.0,12100.0,1700.0,8000.0,2800.0,No,0.0,704.0,109300.0,24000.0,Home Appliances EMI,61000.0,25,Not_Eligible,2750.0
32.0,Male,Single,Graduate,68600.0,Government,10.0,Mid-size,Family,0.0,1,0,0.0,0.0,6200.0,19900.0,11500.0,Yes,19900.0,714.0,188000.0,72200.0,Vehicle EMI,1318000.0,36,Not_Eligible,4273.5
38.0,Male,Single,Graduate,20000.0,Private,0.5,Startup,Rented,6700.0,1,0,0.0,0.0,1100.0,5600.0,3600.0,Yes,4000.0,595.0,39700.0,12300.0,Education EMI,344000.0,11,Not_Eligible,500.0
58.0,Female,Married,Graduate,5158.0,Private,5.0,Mid-size,Rented,5000.0,2,1,11100.0,23100.0,1900.0,5700.0,1100.0,No,0.0,649.0,135700.0,56400.0,Vehicle EMI,179000.0,18,Not_Eligible,500.0
58.0,Male,Married,Post Graduate,94400.0,Private,1.5,MNC,Own,0.0,3,2,7000.0,0.0,8100.0,27700.0,10600.0,Yes,24200.0,786.0,517200.0,219800.0,Vehicle EMI,1040000.0,67,Not_Eligible,7056.0
32.0,Male,Married,Post Graduate,49600.0,Private,0.5,Startup,Own,0.0,4,3,8200.0,0.0,6900.0,12700.0,8200.0,No,0.0,606.0,155000.0,89000.0,Vehicle EMI,248000.0,13,Not_Eligible,4352.0
27.0,Female,Single,Graduate,61400.0,Private,0.6,Startup,Own,0.0,1,0,0.0,0.0,3600.0,15100.0,5900.0,No,0.0,624.0,357400.0,165500.0,Home Appliances EMI,220000.0,34,Eligible,11776.0
32.0,Male,Married,Graduate,18000.0,Private,0.5,MNC,Rented,5300.0,3,2,5500.0,0.0,1400.0,5000.0,1500.0,No,0.0,722.0,26600.0,11200.0,Personal Loan EMI,120000.0,39,Not_Eligible,500.0
32.0,Female,Single,High School,45400.0,Government,2.5,Startup,Rented,8000.0,2,1,9200.0,0.0,6400.0,12200.0,6100.0,Yes,8300.0,779.0,147600.0,69100.0,Personal Loan EMI,158000.0,19,Not_Eligible,500.0
38.0,Male,Married,Graduate,33600.0,Private,1.6,Large Indian,Rented,8300.0,3,2,8300.0,0.0,1800.0,7600.0,2000.0,No,0.0,590.0,183600.0,43100.0,Personal Loan EMI,369000.0,25,Not_Eligible,2240.0
27.0,Male,Single,Graduate,19500.0,Private,0.5,Mid-size,Rented,5200.0,2,1,3500.0,0.0,2600.0,4600.0,2200.0,Yes,2200.0,627.0,24100.0,12700.0,Vehicle EMI,130000.0,48,Not_Eligible,500.0
48.0,Female,Married,Graduate,27700.0,Government,1.3,MNC,Rented,6500.0,4,3,13200.0,6900.0,3900.0,7900.0,3300.0,No,0.0,698.0,209300.0,106700.0,Vehicle EMI,867000.0,14,Not_Eligible,500.0
32.0,Male,Single,Graduate,38700.0,Private,0.5,MNC,Rented,12300.0,1,0,0.0,0.0,5100.0,6900.0,6100.0,Yes,10000.0,655.0,24300.0,5100.0,Personal Loan EMI,881000.0,51,Not_Eligible,500.0
32.0,Female,Married,Post Graduate,64300.0,Private,3.2,MNC,Rented,11600.0,3,2,3000.0,0.0,6500.0,11200.0,7800.0,No,0.0,686.0,303400.0,144100.0,Vehicle EMI,94000.0,38,Eligible,12100.0
48.0,Male,Married,Graduate,42400.0,Private,4.8,Startup,Rented,14300.0,3,2,0.0,0.0,5000.0,8400.0,5700.0,No,0.0,664.0,151900.0,64000.0,E-commerce Shopping EMI,133000.0,21,Not_Eligible,4500.0
48.0,Female,Married,Graduate,57200.0,Government,6.5,MNC,Family,0.0,3,2,4800.0,13000.0,4000.0,16000.0,10700.0,Yes,15400.0,717.0,165000.0,,Personal Loan EMI,560000.0,49,Not_Eligible,500.0
32.0,Male,Married,Graduate,37400.0,Private,4.0,MNC,Family,0.0,3,2,3000.0,0.0,4200.0,9000.0,6800.0,Yes,6800.0,720.0,197700.0,67000.0,Personal Loan EMI,461000.0,24,Not_Eligible,2660.0
32.0,Male,Married,Post Graduate,65400.0,Private,9.0,Small,Own,0.0,2,1,13400.0,20000.0,7000.0,19400.0,9900.0,No,0.0,674.0,430500.0,207200.0,Personal Loan EMI,465000.0,42,Not_Eligible,500.0
32.0,Male,Married,Post Graduate,73900.0,Private,0.5,Small,Rented,21400.0,4,3,0.0,16000.0,5400.0,14800.0,6500.0,Yes,15100.0,540.0,187900.0,108200.0,E-commerce Shopping EMI,82000.0,17,Not_Eligible,500.0
32.0,Male,Married,Graduate,70200.0,Self-employed,10.0,Large Indian,Own,0.0,4,3,7300.0,10200.0,10300.0,15800.0,10600.0,No,0.0,780.0,52800.0,21400.0,Home Appliances EMI,240000.0,27,Not_Eligible,6912.0
58.0,Male,Married,Graduate,36100.0,Government,17.7,Mid-size,Rented,8600.0,4,3,0.0,20700.0,3100.0,7300.0,3800.0,Yes,7900.0,688.0,37000.0,19000.0,E-commerce Shopping EMI,157000.0,14,Not_Eligible,500.0
27.0,Male,Married,Graduate,50100.0,Private,1.1,Startup,Own,0.0,2,1,7900.0,0.0,7200.0,13800.0,5400.0,Yes,14200.0,571.0,170100.0,86400.0,E-commerce Shopping EMI,198000.0,24,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,86100.0,Private,3.4,Mid-size,Own,0.0,3,2,11700.0,0.0,5400.0,13800.0,6700.0,No,0.0,679.0,377000.0,123200.0,Home Appliances EMI,142000.0,20,Eligible,24250.0
58.0,Female,Married,Graduate,84300.0,Private,36.0,Large Indian,Family,0.0,3,2,13000.0,0.0,4800.0,16700.0,4900.0,No,0.0,617.0,172100.0,52500.0,Vehicle EMI,1026000.0,39,Not_Eligible,17960.0
38.0,Female,Married,Graduate,68200.0,Private,3.6,Small,Rented,23000.0,4,3,11100.0,0.0,5700.0,19900.0,6100.0,Yes,18300.0,716.0,254100.0,121000.0,Home Appliances EMI,127000.0,26,Not_Eligible,500.0
